velocity,altitude,accel_x,accel_y,accel_z,temperature,pressure,latitude,longitude,sinyal_gücü,paket_no,paket_kaybi,vertical_velocity,gyro_x,gyro_y,gyro_z,timestamp
0,0,1.13,1.81,-7.75,-1.2,1013.2,39.905989,32.805646,-93.2,711,1.0,0.1,-0.23,-2.75,5.21,14:50:40.900
0,0,2.56,-0.59,-10.04,-1.4,1013.1,39.906021,32.805619,-88.9,712,0.2,-0.5,0.02,-4.75,-3.82,14:50:41.001
0,0,0.62,-0.21,-10.86,-1.2,1013.6,39.905993,32.805574,-88.0,713,0.9,-0.5,-1.06,2.02,-3.28,14:50:41.102
0,0,-1.08,2.33,-10.93,-1.5,1013.7,39.905999,32.80563,-100.3,714,0.1,0.8,-5.8,-10.57,-0.79,14:50:41.203
0,0,-3.45,1.31,-7.7,-1.5,1012.5,39.906005,32.805626,-86.2,715,1.6,0.8,-1.33,3.59,3.19,14:50:41.303
0,0,2.57,-2.62,-9.24,-1.6,1012.8,39.906002,32.805639,-99.2,716,2.0,-0.7,6.12,2.47,4.8,14:50:41.404
0,0,1.64,1.93,-10.23,-1.7,1013.2,39.906023,32.805611,-99.9,717,0.6,-0.2,-0.04,-0.7,8.43,14:50:41.505
0,0,1.15,-1.57,-8.87,-1.1,1013.4,39.905994,32.805612,-103.7,718,1.1,0.7,10.49,-4.91,-3.11,14:50:41.605
0,0,-1.68,-1.58,-9.65,-1.3,1013.1,39.906016,32.805619,-86.9,719,0.2,0.9,15.61,-0.97,5.73,14:50:41.706
0,0,-0.99,-1.39,-10.19,-1.7,1012.9,39.906019,32.80562,-85.1,720,1.3,-1.5,-0.75,1.3,-1.9,14:50:41.807
0,0,-2.02,-4.18,-10.32,-1.5,1014.2,39.906028,32.805637,-103.8,721,0.3,1.9,-2.86,-1.15,8.74,14:50:41.908
0,0,0.27,-2.09,-11.33,-1.6,1013.6,39.90602,32.805606,-100.1,722,0.4,1.1,1.58,3.09,-1.69,14:50:42.009
0,0,3.68,1.94,-9.98,-1.7,1013.9,39.906035,32.805632,-98.5,723,1.2,-0.3,3.13,-4.8,-0.36,14:50:42.110
0,0,-3.46,1.03,-10.38,-1.2,1012.9,39.906046,32.805652,-87.7,724,1.0,-0.3,8.47,-2.67,-2.21,14:50:42.211
0,0,-0.21,1.4,-10.47,-1.6,1013.2,39.906005,32.805623,-99.0,725,1.7,-0.8,-3.32,5.04,3.85,14:50:42.311
0,0,-0.47,-1.13,-10.01,-1.9,1012.7,39.906029,32.805641,-89.7,726,0.1,-1.2,-7.22,10.81,10.31,14:50:42.412
0,0,1.88,-1.52,-9.73,-1.7,1012.7,39.906005,32.805607,-88.5,727,1.3,0.2,-6.11,7.12,0.04,14:50:42.513
0,0,-1.34,-2.22,-10.32,-1.3,1013.6,39.906052,32.805616,-100.9,728,1.9,-0.9,4.63,4.92,0.03,14:50:42.613
0,0,-1.5,1.35,-9.84,-1.3,1013.1,39.90603,32.805637,-101.8,729,1.0,0.8,-3.79,5.31,5.9,14:50:42.714
0,0,-1.78,1.89,-10.14,-1.9,1013.5,39.906064,32.805649,-101.5,730,0.7,0.3,-1.25,1.55,3.9,14:50:42.815
0,0,-0.1,-3.49,-10.63,-1.5,1012.6,39.906056,32.805628,-88.5,731,1.3,-0.8,-0.91,3.12,-5.31,14:50:42.916
0,0,2.12,-7.01,-11.0,-1.6,1013.0,39.906064,32.80568,-88.5,732,0.8,0.7,1.44,6.9,-3.74,14:50:43.017
0,0,0.94,-2.62,-9.69,-1.4,1013.5,39.906026,32.805647,-98.2,733,0.7,-0.7,1.63,-8.44,7.86,14:50:43.118
0,0,-0.58,-3.64,-10.52,-1.6,1012.2,39.906002,32.805643,-85.4,734,1.2,0.1,-13.94,-1.41,-0.62,14:50:43.219
0,0,-4.26,0.18,-9.91,-1.4,1013.6,39.906033,32.805644,-89.7,735,0.2,0.2,1.7,8.29,11.47,14:50:43.319
0,0,-1.19,-0.86,-12.11,-1.6,1013.5,39.906036,32.805628,-87.7,736,0.4,-0.1,1.75,-12.77,-2.06,14:50:43.421
0,0,4.25,-0.55,-11.5,-1.4,1013.7,39.906023,32.805635,-104.2,737,0.9,-0.1,-0.48,-7.3,0.01,14:50:43.522
0,0,3.34,-2.21,-9.44,-1.2,1012.7,39.906038,32.80563,-96.7,738,2.0,0.6,-2.48,-0.84,7.28,14:50:43.622
0,0,0.21,-1.57,-11.02,-1.5,1014.1,39.906043,32.805609,-99.6,739,1.9,0.1,3.09,-1.2,-1.44,14:50:43.723
0,0,6.45,2.08,-9.68,-1.2,1013.1,39.906042,32.805641,-85.8,740,1.3,0.0,4.26,-4.74,5.93,14:50:43.824
0,0,0.84,0.36,-9.38,-1.6,1014.0,39.906064,32.805647,-90.7,741,0.6,0.0,-6.13,-3.38,3.79,14:50:43.924
0,0,-1.55,0.16,-10.05,-1.6,1013.6,39.906013,32.805654,-94.4,742,0.3,-0.2,5.68,0.74,3.56,14:50:44.025
0,0,-2.1,1.21,-8.94,-1.4,1013.6,39.906011,32.80568,-93.3,743,0.0,0.4,-1.11,-10.59,2.21,14:50:44.126
0,0,0.25,1.87,-9.12,-2.0,1012.9,39.906046,32.805661,-95.6,744,0.2,-0.4,0.4,9.51,2.62,14:50:44.226
0,0,2.12,-1.34,-8.3,-1.3,1013.2,39.906074,32.805663,-96.3,745,0.2,0.3,-3.23,-9.56,-2.98,14:50:44.327
0,0,0.12,-0.08,-11.14,-1.4,1013.4,39.906052,32.805663,-86.9,746,0.7,-0.2,-7.96,-1.36,5.78,14:50:44.428
0,0,-4.14,2.8,-12.22,-1.6,1013.1,39.906058,32.805655,-102.6,747,0.9,1.3,-6.12,3.42,-1.59,14:50:44.528
0,0,-3.33,3.81,-9.3,-1.7,1013.6,39.906054,32.80566,-89.4,748,0.7,-0.9,-0.1,8.99,-12.34,14:50:44.629
0,0,1.11,-2.84,-10.93,-1.8,1012.7,39.906071,32.805665,-89.0,749,1.9,0.4,-1.12,4.15,-1.27,14:50:44.729
0,0,-3.3,-1.13,-11.29,-1.0,1012.6,39.90604,32.80567,-94.2,750,1.1,-0.4,-8.75,-5.41,-0.29,14:50:44.834
0,0,-0.23,-1.25,-8.16,-1.5,1013.5,39.906039,32.805655,-87.2,751,0.4,1.0,9.41,7.69,9.51,14:50:44.936
0,0,5.02,0.85,-8.86,-1.3,1013.4,39.906063,32.805655,-89.3,752,1.9,-0.0,3.09,1.14,-0.34,14:50:45.037
0,0,-0.54,1.68,-10.76,-1.5,1013.1,39.906071,32.805636,-94.0,753,0.8,0.2,-9.23,0.96,-3.45,14:50:45.137
0,0,2.55,-0.38,-9.47,-1.3,1012.8,39.906033,32.805667,-88.3,753,2.0,0.6,0.32,-4.01,-3.89,14:50:45.238
0,0,3.61,4.96,-10.98,-1.0,1013.1,39.906073,32.805658,-100.0,754,0.5,0.6,-3.56,-5.15,2.43,14:50:45.342
0,0,-2.53,0.47,-9.47,-1.2,1012.8,39.90605,32.805684,-102.8,755,1.1,-0.0,2.13,9.7,-1.52,14:50:45.444
0,0,-3.81,-4.47,-9.49,-1.6,1013.6,39.906112,32.805666,-98.0,756,1.1,-0.9,-6.27,1.63,-0.23,14:50:45.545
0,0,-0.85,-2.15,-10.36,-1.2,1013.6,39.906064,32.805663,-91.3,757,1.4,-0.0,-2.97,-1.31,3.08,14:50:45.645
0,0,3.58,1.96,-7.03,-1.3,1013.7,39.906069,32.805629,-90.3,758,0.5,0.9,3.9,-6.27,0.66,14:50:45.746
0,0,-3.44,-0.92,-12.12,-1.4,1013.2,39.906085,32.805663,-97.1,759,0.9,-1.9,-6.82,-2.78,-6.11,14:50:45.847
0,0,-3.09,-1.03,-9.95,-1.1,1013.4,39.906097,32.805682,-104.5,760,0.4,2.4,-3.12,-5.75,6.39,14:50:45.948
0,0,6.17,0.6,-10.16,-1.7,1012.8,39.906048,32.805627,-96.9,761,1.8,-0.8,3.86,3.32,2.94,14:50:46.049
0,0,0.07,1.31,-11.01,-2.1,1013.6,39.906054,32.805665,-94.0,762,0.0,-1.1,3.71,5.1,-3.18,14:50:46.149
0,0,2.24,-1.4,-10.14,-1.6,1013.1,39.906037,32.805656,-93.7,763,1.8,-0.1,7.16,-3.42,10.58,14:50:46.250
0,0,-1.46,1.32,-10.38,-1.8,1013.2,39.906059,32.805675,-104.2,764,0.5,-1.1,11.4,5.79,2.72,14:50:46.351
0.2,0,5.67,-0.84,-9.1,-1.5,1013.2,39.906016,32.805665,-85.9,765,1.2,-1.7,4.53,-0.53,-2.25,14:50:46.452
0,0,3.64,2.59,-10.74,-2.2,1012.3,39.906108,32.805683,-101.3,766,1.5,0.6,0.33,9.47,-2.81,14:50:46.552
0,0,3.28,-4.51,-10.23,-1.3,1012.8,39.906055,32.805695,-88.7,767,1.5,0.9,-2.0,-6.56,-3.34,14:50:46.653
0,0,1.77,3.67,-11.51,-1.8,1013.3,39.906051,32.805673,-88.1,768,1.1,0.4,2.55,-3.47,-2.81,14:50:46.754
0,0,3.88,-1.69,-8.69,-1.7,1014.2,39.906096,32.805674,-96.3,769,1.5,0.1,-1.98,-2.52,-6.38,14:50:46.854
0,0,0.32,0.46,-11.24,-1.5,1012.9,39.90606,32.805658,-88.1,770,1.6,-1.0,-4.17,-7.64,0.17,14:50:46.956
0,0,-0.28,-0.19,-7.2,-1.3,1012.9,39.906072,32.805682,-85.2,771,1.9,-0.5,0.53,-3.85,-1.1,14:50:47.057
0,0,5.47,1.05,-9.86,-1.7,1012.3,39.906078,32.805666,-101.2,772,0.0,-0.2,1.22,-7.27,-10.01,14:50:47.157
0,0,-0.34,1.28,-11.0,-1.5,1013.9,39.906058,32.80567,-90.6,773,1.9,-0.7,3.03,4.16,-5.2,14:50:47.258
0,0,1.08,-2.8,-7.92,-1.2,1012.6,39.906061,32.805714,-101.6,774,0.3,-2.5,0.31,-5.75,2.51,14:50:47.359
0.3,0,0.52,2.08,-8.96,-1.9,1012.9,39.906083,32.80567,-104.3,775,1.8,1.5,6.26,1.55,-3.91,14:50:47.460
0,0,3.86,1.24,-8.97,-0.9,1013.3,39.9061,32.805653,-90.1,776,0.3,-0.3,1.79,-4.01,2.05,14:50:47.560
0,0,2.95,-1.86,-10.39,-1.3,1013.4,39.906079,32.805687,-90.5,777,0.6,0.8,1.49,-1.48,-0.63,14:50:47.661
0,0,-1.93,-0.93,-8.94,-1.6,1013.7,39.906081,32.805665,-97.0,778,1.8,-0.7,-1.09,4.93,2.33,14:50:47.762
0,0,2.05,3.54,-10.55,-1.6,1013.4,39.906091,32.805686,-88.4,779,0.5,-0.4,1.2,4.44,-2.77,14:50:47.862
0,0,0.04,2.92,-7.85,-1.4,1013.7,39.906074,32.805677,-97.7,780,1.9,-0.6,-2.23,4.42,2.2,14:50:47.963
0,0,-0.29,-3.3,-10.85,-1.5,1012.7,39.906055,32.805689,-97.5,781,1.5,-1.2,2.72,5.97,9.61,14:50:48.064
0.4,0,3.23,-1.26,-10.43,-1.6,1013.3,39.906077,32.805712,-94.6,782,1.1,0.5,-6.16,0.03,-6.21,14:50:48.165
0,0,0.31,-1.07,-10.0,-1.5,1013.4,39.906055,32.805679,-86.5,783,0.8,-1.1,-7.57,0.76,3.54,14:50:48.266
0,0,-4.87,4.54,-9.82,-1.6,1013.5,39.906077,32.805719,-104.3,784,1.7,0.1,9.32,-1.96,8.94,14:50:48.367
1.1,0,2.57,-0.6,-9.1,-1.7,1014.3,39.906112,32.805712,-95.8,785,1.1,1.3,1.3,-5.76,-2.89,14:50:48.468
0.8,0,0.23,-1.98,-11.67,-1.2,1013.1,39.906065,32.805696,-91.4,786,0.6,1.6,-0.05,2.57,0.47,14:50:48.569
0.9,0,-3.5,-1.2,-9.76,-1.8,1013.2,39.906107,32.805713,-97.6,787,2.0,1.5,6.9,-0.92,-1.37,14:50:48.669
0,0,-1.26,0.61,-9.72,-1.9,1013.3,39.90608,32.805724,-91.9,788,0.5,-0.3,5.15,5.55,-3.87,14:50:48.770
0,0,-2.36,-0.54,-8.64,-1.3,1012.7,39.906083,32.805686,-98.9,789,1.8,1.1,7.44,3.46,-1.88,14:50:48.870
2.0,0,-2.97,0.33,-10.03,-1.6,1014.1,39.906092,32.805692,-90.7,790,0.1,3.6,-3.25,-1.6,-14.51,14:50:48.971
2.8,0,2.8,-2.66,-8.61,-1.4,1013.5,39.906109,32.805673,-95.6,791,0.1,0.7,4.49,-6.28,4.26,14:50:49.072
2.4,0,-2.17,-1.41,-8.51,-1.6,1012.9,39.906063,32.805726,-87.5,792,0.9,2.6,4.79,4.85,7.88,14:50:49.173
2.7,0,-2.41,0.09,-10.76,-1.4,1013.1,39.906109,32.805696,-97.1,793,0.6,3.7,0.12,-7.83,2.59,14:50:49.275
3.0,0,-0.82,1.66,-9.15,-1.2,1013.2,39.906094,32.805702,-98.4,794,0.1,1.4,-2.92,4.12,3.03,14:50:49.376
3.4,0,3.33,-0.5,-10.66,-1.9,1013.3,39.90611,32.805677,-85.8,795,1.6,5.0,0.2,-1.38,1.88,14:50:49.476
4.2,0,-1.54,3.71,-11.34,-1.8,1013.1,39.906114,32.805694,-97.9,796,1.5,3.3,3.86,-7.92,1.53,14:50:49.577
3.7,0,-2.24,0.17,-10.3,-1.6,1013.6,39.906109,32.805723,-91.1,797,0.0,5.2,6.91,7.41,-0.08,14:50:49.678
1.9,0,-2.69,-0.4,-11.0,-1.2,1013.4,39.906103,32.805669,-88.1,798,0.2,1.2,-4.64,-2.92,-0.73,14:50:49.779
2.9,0,3.42,-0.63,-8.62,-0.9,1012.8,39.906107,32.805694,-85.7,799,0.7,3.0,2.27,-0.21,-0.06,14:50:49.879
6.0,0,-0.88,-0.63,-9.48,-2.0,1013.3,39.9061,32.805722,-103.5,800,0.7,6.2,-1.23,-3.02,10.65,14:50:49.980
5.3,0,-1.79,-0.91,-8.99,-1.2,1013.9,39.906115,32.80571,-100.3,801,1.6,5.9,-4.79,6.38,-2.57,14:50:50.081
6.2,0,2.9,3.43,-9.85,-1.4,1013.1,39.90611,32.805667,-97.1,802,1.9,6.2,8.27,0.66,-3.19,14:50:50.182
3.8,0,-0.1,0.08,-8.53,-1.5,1013.1,39.906098,32.805703,-94.4,803,0.7,3.6,-4.61,-0.6,-1.34,14:50:50.283
4.4,0,2.3,0.8,-10.75,-1.3,1013.4,39.906071,32.805716,-103.4,804,1.5,4.3,3.03,1.79,-4.07,14:50:50.384
6.2,0,-1.29,-2.31,-9.36,-1.3,1013.3,39.9061,32.8057,-101.2,805,0.2,6.0,-0.48,-9.49,-0.79,14:50:50.484
10.9,0,-2.4,-0.82,-11.3,-1.3,1013.2,39.906141,32.805732,-95.0,806,0.6,9.7,3.45,5.04,3.04,14:50:50.585
5.0,0,1.39,-1.66,-10.74,-1.9,1013.5,39.906049,32.805709,-86.0,807,1.2,3.8,0.22,-0.01,-4.63,14:50:50.685
11.3,0,-2.51,2.3,-10.65,-1.3,1013.3,39.906098,32.805696,-100.3,808,1.0,10.3,8.3,-6.64,-4.56,14:50:50.786
5.5,0,0.61,2.33,-8.5,-1.5,1012.8,39.906109,32.805665,-98.9,809,0.3,6.5,-5.88,6.04,1.23,14:50:50.887
4.5,0,-0.67,0.75,-10.13,-2.0,1014.0,39.906093,32.805735,-93.5,810,0.0,5.1,-6.03,3.45,-6.81,14:50:50.988
6.8,0,0.35,0.12,-11.29,-0.9,1013.1,39.906141,32.805746,-95.4,811,0.9,7.9,3.62,-0.64,-3.22,14:50:51.088
8.4,0,-2.2,0.9,-9.1,-1.4,1013.4,39.906116,32.805713,-100.7,812,1.3,7.9,9.12,-3.43,-1.95,14:50:51.189
10.5,0,0.16,0.82,-7.67,-1.5,1013.0,39.906145,32.805748,-101.1,813,0.9,11.4,8.22,-0.76,3.92,14:50:51.290
8.5,0,-0.71,1.6,-10.74,-1.7,1012.3,39.906104,32.805729,-85.0,814,1.1,8.8,8.57,-6.52,3.49,14:50:51.391
7.6,0,2.72,-0.84,-9.62,-1.7,1013.5,39.906115,32.805694,-87.4,815,1.8,8.0,-3.45,0.13,-2.6,14:50:51.492
11.2,0,3.71,-6.57,-9.78,-1.9,1013.4,39.906113,32.805717,-88.5,816,1.1,13.3,-1.09,3.01,-8.6,14:50:51.592
10.9,0,-0.03,0.6,-10.09,-1.9,1012.8,39.906087,32.805703,-105.0,817,0.4,11.2,-6.15,2.88,-2.53,14:50:51.693
9.2,0,-3.42,-1.52,-9.64,-1.3,1013.4,39.906153,32.805731,-104.9,818,0.2,10.8,-2.37,-2.97,-1.68,14:50:51.793
7.0,0,0.21,0.11,-9.39,-0.9,1012.4,39.906098,32.805742,-90.1,819,1.4,8.3,-12.2,-5.73,-0.17,14:50:51.894
5.3,0,1.76,1.88,-9.04,-1.5,1013.6,39.906124,32.805693,-90.2,820,1.9,4.1,-0.2,1.74,2.99,14:50:51.996
9.4,0,1.18,-0.22,-9.49,-1.3,1013.3,39.906102,32.80572,-89.8,821,0.4,9.1,-4.64,0.85,5.03,14:50:52.098
12.7,0,0.54,1.6,-11.71,-1.6,1012.7,39.906129,32.805728,-100.0,822,0.0,13.0,-1.58,-5.26,11.44,14:50:52.199
11.8,0,-3.07,2.36,-9.94,-1.6,1012.4,39.9061,32.805744,-102.7,823,0.8,12.6,-4.09,1.46,1.6,14:50:52.302
9.8,0,-0.14,4.03,-9.69,-1.1,1014.2,39.906132,32.805744,-93.0,824,0.0,8.3,-0.95,-5.36,6.53,14:50:52.402
13.2,0,0.22,-1.73,-9.07,-1.0,1014.0,39.906117,32.805754,-103.5,825,0.8,13.8,-2.47,1.04,-7.86,14:50:52.503
13.2,0,7.38,2.74,-9.37,-1.6,1013.8,39.906133,32.8057,-86.7,826,1.3,13.2,-6.15,1.38,1.46,14:50:52.604
10.7,0,-1.09,-0.47,-8.5,-1.5,1014.1,39.906158,32.805738,-100.7,827,1.9,12.9,1.42,1.68,-3.67,14:50:52.705
14.8,0,0.89,0.6,-9.33,-1.1,1013.5,39.906161,32.805723,-97.3,828,1.9,14.5,2.26,3.23,-7.43,14:50:52.805
18.3,0,-0.97,-4.55,-9.57,-1.3,1013.1,39.906099,32.805707,-88.6,829,1.0,18.7,6.22,-3.57,-2.85,14:50:52.906
15.0,0,3.61,-2.22,-9.01,-2.2,1013.6,39.906124,32.805731,-102.1,830,0.1,15.7,-0.2,3.36,9.42,14:50:53.007
11.8,0,-0.63,0.82,-9.22,-1.1,1013.9,39.906122,32.805737,-93.7,831,0.6,12.7,6.08,-5.07,0.76,14:50:53.107
17.8,0,0.08,2.04,-10.66,-1.6,1013.6,39.90616,32.805686,-102.4,832,0.9,20.3,4.93,0.27,5.13,14:50:53.208
16.3,0,3.12,0.16,-12.65,-0.9,1012.8,39.906138,32.805732,-98.6,833,0.9,16.5,0.93,-0.54,7.93,14:50:53.310
15.3,0,0.98,0.83,-9.29,-1.5,1013.4,39.906117,32.805729,-94.6,834,0.8,13.3,6.5,-5.22,1.91,14:50:53.411
13.5,0,2.18,-0.32,-10.42,-1.6,1012.8,39.906163,32.805726,-101.3,835,0.1,13.5,1.45,-4.91,2.08,14:50:53.512
15.6,0,0.54,-1.23,-10.04,-1.7,1013.2,39.906177,32.805761,-93.1,836,1.4,14.8,5.3,-1.21,-2.01,14:50:53.612
15.7,0,0.68,0.86,-11.06,-0.9,1013.1,39.906139,32.805774,-88.8,837,0.9,16.2,2.33,-1.48,11.26,14:50:53.713
14.4,0,-2.79,1.2,-10.89,-2.0,1013.2,39.906131,32.805742,-94.2,838,0.4,14.5,-7.33,1.6,-5.51,14:50:53.814
19.4,0,-1.3,2.0,-9.61,-1.9,1013.8,39.906125,32.805737,-89.8,839,1.6,19.1,-0.67,0.0,11.04,14:50:53.915
17.0,0,0.64,5.27,-10.2,-1.1,1012.6,39.906125,32.80574,-96.6,840,0.4,17.7,-3.23,-8.02,-3.04,14:50:54.016
19.4,0,3.59,0.87,-8.98,-1.2,1013.0,39.906134,32.805713,-98.0,841,0.9,21.1,2.12,2.41,-0.71,14:50:54.147
21.6,0,2.03,1.64,-9.37,-1.2,1013.1,39.906108,32.805746,-99.5,842,1.6,20.1,4.91,8.33,1.47,14:50:54.249
16.8,0,-0.28,-3.16,-10.78,-1.5,1012.9,39.906138,32.805731,-85.9,843,1.6,15.5,-6.26,-1.57,-2.51,14:50:54.350
19.9,0,2.23,-0.26,-8.65,-1.6,1013.5,39.906189,32.805763,-91.6,844,0.8,20.0,0.4,11.79,-10.55,14:50:54.450
18.8,0,-1.22,-4.06,-6.92,-2.0,1013.1,39.906168,32.805728,-93.5,845,1.0,18.2,-5.22,3.33,3.89,14:50:54.551
20.4,0,5.73,-0.2,-8.1,-1.3,1012.9,39.906165,32.805734,-91.5,846,2.0,21.2,5.13,6.57,4.16,14:50:54.652
17.5,0,-3.14,4.89,-11.68,-1.3,1013.0,39.906163,32.805769,-97.1,847,0.5,16.9,0.68,14.94,7.88,14:50:54.753
21.7,0,-0.42,-1.77,-11.33,-1.9,1013.5,39.906149,32.805748,-89.4,848,0.2,21.5,3.67,0.34,-7.97,14:50:54.853
19.7,0,1.08,2.9,-11.0,-1.9,1013.5,39.906167,32.805768,-99.8,849,0.1,20.2,2.08,1.5,6.2,14:50:54.954
20.9,0,-0.41,2.0,-9.12,-1.5,1013.2,39.906126,32.805733,-87.1,850,1.2,21.3,-6.48,1.05,1.18,14:50:55.152
24.0,0,0.68,-3.36,-10.38,-1.9,1013.0,39.90614,32.805751,-85.8,851,1.2,24.2,-5.59,0.22,9.16,14:50:55.487
26.0,0,-0.71,-3.81,-9.32,-1.4,1013.0,39.906167,32.805803,-94.4,852,1.4,26.0,-6.16,-6.1,-0.14,14:50:55.622
23.2,0,0.97,-1.92,-9.18,-1.5,1012.4,39.906174,32.805748,-88.3,853,0.6,24.7,-2.62,1.38,2.4,14:50:55.730
23.7,0,0.06,2.43,-9.47,-1.5,1013.8,39.906168,32.805752,-98.9,854,1.6,24.5,4.21,5.88,-9.73,14:50:55.832
21.6,0,2.29,-3.72,-8.4,-1.8,1012.3,39.906125,32.80579,-103.3,855,1.8,23.0,-10.73,5.01,-3.55,14:50:55.937
27.2,0,1.96,0.76,-11.42,-1.4,1013.2,39.906169,32.805789,-102.5,856,0.3,26.8,-5.47,5.61,-2.33,14:50:56.068
21.7,0,-2.95,-3.0,-10.46,-1.5,1013.4,39.9062,32.805759,-89.7,857,1.2,22.2,2.14,-2.09,-12.7,14:50:56.183
24.5,0,-1.99,2.35,-11.01,-1.8,1013.0,39.906148,32.805733,-102.7,858,0.0,24.1,4.85,-7.91,1.64,14:50:56.353
24.4,0,-1.13,-0.68,-7.72,-1.5,1013.3,39.906171,32.805752,-101.8,859,1.7,25.1,4.18,3.17,7.48,14:50:56.464
28.5,0,5.45,0.46,-8.88,-1.4,1012.4,39.906188,32.805753,-100.3,860,0.5,31.1,3.63,2.34,2.43,14:50:56.584
26.1,0,0.04,-2.89,-8.92,-1.6,1013.0,39.90611,32.805775,-101.1,861,0.2,27.4,-2.11,3.54,0.74,14:50:56.716
27.1,0,-0.17,-1.04,-9.33,-1.1,1013.3,39.906128,32.805763,-91.9,862,0.9,26.8,-4.27,-4.36,-3.81,14:50:56.831
23.7,0,-6.43,2.43,-9.07,-1.7,1013.7,39.906153,32.805769,-85.4,863,1.6,23.3,1.95,-5.02,-5.04,14:50:56.936
24.0,0,-4.8,0.02,-6.82,-0.7,1013.3,39.906161,32.805775,-92.8,864,0.1,23.4,5.71,3.97,-2.78,14:50:57.038
26.3,0,-1.0,3.77,-9.28,-0.7,1013.2,39.906209,32.805772,-95.8,865,0.1,26.4,-1.54,3.08,3.2,14:50:57.139
24.4,0,-1.26,2.1,-8.93,-1.8,1013.2,39.906199,32.805799,-103.4,866,1.5,24.1,-5.52,3.46,-2.58,14:50:57.239
28.1,0,2.27,1.44,-11.31,-2.1,1012.6,39.906148,32.805746,-87.5,867,1.7,28.7,15.86,1.07,-8.68,14:50:57.340
27.7,0,-2.55,-1.92,-10.52,-2.2,1013.5,39.906153,32.805769,-104.2,868,0.0,25.8,5.7,-9.18,-1.34,14:50:57.441
32.1,0,1.45,3.2,-10.08,-1.0,1013.8,39.906138,32.805753,-100.7,869,0.4,31.9,-2.12,-0.08,5.78,14:50:57.542
30.5,0,-1.31,-0.21,-9.82,-1.5,1013.2,39.906215,32.805744,-89.5,870,0.8,31.7,3.52,-2.03,3.41,14:50:57.643
30.8,0,-3.02,-0.47,-10.44,-1.7,1014.9,39.9062,32.805759,-86.1,871,1.6,30.1,6.66,1.92,-3.89,14:50:57.744
28.9,0,-0.62,-0.44,-10.54,-1.6,1013.6,39.906193,32.80579,-93.2,872,2.0,27.7,4.39,-4.77,2.24,14:50:57.844
32.5,0,-0.76,-3.33,-8.44,-1.7,1012.5,39.906159,32.805798,-94.1,873,0.2,33.0,0.08,4.72,-11.28,14:50:57.945
31.3,0,0.62,-3.45,-9.78,-1.3,1014.6,39.906218,32.80577,-96.2,874,1.4,31.4,5.46,13.15,-6.14,14:50:58.046
29.3,0,-1.61,-1.34,-9.21,-1.9,1012.8,39.906171,32.805779,-92.6,875,0.3,29.9,3.88,3.61,-6.56,14:50:58.148
31.1,0,1.83,0.15,-9.36,-1.3,1012.9,39.906153,32.805804,-89.7,876,1.4,33.2,1.62,-5.92,2.41,14:50:58.248
31.6,0,0.57,-0.21,-8.18,-1.9,1014.0,39.906228,32.805761,-90.2,877,0.9,31.1,-1.77,0.07,-1.33,14:50:58.349
30.5,0,1.25,1.9,-8.72,-1.5,1013.8,39.906205,32.805805,-93.7,878,0.7,29.2,4.01,-4.02,5.17,14:50:58.450
31.8,0,0.18,-3.64,-8.88,-1.0,1013.8,39.906174,32.805758,-104.6,879,0.8,31.0,1.38,-0.33,6.85,14:50:58.551
33.7,0,1.72,-0.99,-12.25,-0.9,1013.6,39.906196,32.805761,-85.5,880,0.8,32.7,9.44,-3.78,-1.36,14:50:58.652
33.0,0,1.07,0.86,-9.27,-1.7,1012.1,39.906186,32.805792,-104.8,881,0.2,32.3,0.26,1.09,-5.24,14:50:58.753
34.5,0,-1.18,-2.83,-9.98,-2.1,1012.8,39.906189,32.805799,-90.4,882,1.1,32.2,8.63,1.54,-3.22,14:50:58.854
33.5,0,2.07,-0.52,-8.34,-1.2,1012.7,39.906152,32.805824,-92.1,883,0.7,33.0,3.65,2.34,3.43,14:50:58.955
36.6,0,-2.36,3.4,-10.06,-1.0,1013.4,39.906166,32.805769,-99.9,884,1.7,37.1,4.27,-5.91,1.51,14:50:59.056
37.4,0,-0.81,0.93,-11.27,-1.5,1013.6,39.906159,32.805758,-97.4,885,1.8,38.3,3.26,3.85,-3.35,14:50:59.156
34.7,0,1.6,-1.79,-10.13,-1.3,1013.8,39.906163,32.805787,-102.8,886,1.0,36.9,-4.28,-7.51,-4.98,14:50:59.257
39.6,0,-1.84,2.0,-9.5,-1.3,1012.4,39.906239,32.805767,-92.0,887,0.1,39.6,3.11,-5.6,10.55,14:50:59.359
37.5,0,1.92,-0.38,-9.48,-1.3,1012.3,39.906208,32.805781,-97.2,888,0.5,38.0,-7.39,0.88,5.61,14:50:59.459
37.5,0,1.05,1.68,-9.19,-1.1,1013.9,39.906154,32.805784,-103.8,889,0.3,36.4,-3.01,-7.66,-0.97,14:50:59.560
35.3,0,-1.05,-0.86,-6.09,-1.6,1012.9,39.906205,32.805798,-89.0,890,0.2,33.9,9.92,-7.83,-0.46,14:50:59.661
35.3,0,-0.15,1.99,-9.97,-1.5,1014.0,39.90617,32.805795,-101.5,891,0.1,33.5,0.51,5.74,0.58,14:50:59.763
40.0,0,-2.23,1.19,-11.1,-1.3,1013.8,39.9062,32.80582,-95.3,892,0.6,38.6,8.2,3.02,4.51,14:50:59.863
